period,org_code,org_name,ae_attendances_type_1,attendances_over_4hrs_type_1,patients_12hr_wait,emergency_admissions_type_1
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,18218.0,6109.0,0,4411
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,8573.0,2313.0,0,2880
,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,17259.0,0.0,0,3539
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,6526.0,2312.0,30,2418
,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,12242.0,2105.0,0,4806
,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,6824.0,2044.0,0,3384
,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,12583.0,0.0,0,4281
,R1H,BARTS HEALTH NHS TRUST,21740.0,4913.0,4,7625
,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,12921.0,3660.0,71,3790
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,19648.0,2788.0,23,4742
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,8496.0,2580.0,16,1793
,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,4368.0,669.0,0,1133
,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,13232.0,1746.0,0,4691
,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,5153.0,322.0,0,2508
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,5969.0,0.0,0,1659
,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10139.0,596.0,1,2638
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,8399.0,695.0,1,3064
,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,8284.0,2023.0,0,2639
,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,8443.0,1898.0,0,2132
,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,5113.0,1382.0,0,2295
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,8297.0,1724.0,0,2364
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,7930.0,1365.0,0,2098
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,10506.0,1224.0,1,3770
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,8953.0,1763.0,0,2045
,RTV,NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST,0.0,0.0,0,0
,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,11287.0,1066.0,7,2004
,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,14486.0,3951.0,21,3841
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,14106.0,878.0,0,4369
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,6208.0,1793.0,0,3139
,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,7148.0,2079.0,0,1982
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,13822.0,0.0,0,4859
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,10495.0,0.0,7,2655
,R1F,ISLE OF WIGHT NHS TRUST,2628.0,210.0,1,1008
,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,5587.0,1229.0,0,2343
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,10376.0,1266.0,19,3278
,RKE,WHITTINGTON HEALTH NHS TRUST,8861.0,1078.0,1,1436
,RWJ,STOCKPORT NHS FOUNDATION TRUST,8537.0,1887.0,0,2730
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,8723.0,908.0,0,3782
,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,11651.0,1711.0,0,3651
,RCF,AIREDALE NHS FOUNDATION TRUST,5733.0,874.0,0,1393
,RMC,BOLTON NHS FOUNDATION TRUST,9694.0,2707.0,9,2252
,RPA,MEDWAY NHS FOUNDATION TRUST,6926.0,1858.0,2,2529
,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,27732.0,7388.0,0,7765
,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,16910.0,3453.0,0,6468
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,17482.0,0.0,0,4765
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,4688.0,260.0,0,1788
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,14938.0,3607.0,0,5218
,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,5811.0,2535.0,36,2544
,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,10386.0,2113.0,6,4523
,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,7839.0,2039.0,0,2407
,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,4079.0,801.0,0,1401
,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",11204.0,5404.0,40,4085
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,9168.0,1198.0,1,3308
,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,14451.0,5767.0,1,4589
,TOTAL,TOTAL,1222784.0,231273.0,526,385748
,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,14922.0,1984.0,0,3131
,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,7471.0,2154.0,0,3597
,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,14431.0,3135.0,0,2851
,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,5189.0,667.0,0,1832
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,7857.0,0.0,0,2525
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,19917.0,0.0,0,5300
,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,9394.0,707.0,1,1475
,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,14332.0,4489.0,29,4129
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,20501.0,7091.0,0,4590
,RJN,EAST CHESHIRE NHS TRUST,4173.0,1329.0,5,1057
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,9369.0,941.0,1,3298
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,7665.0,2205.0,1,2441
,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,6546.0,1354.0,0,2602
,RLQ,WYE VALLEY NHS TRUST,6016.0,1660.0,0,1488
,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,8130.0,1958.0,30,2528
,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7174.0,1520.0,10,1699
,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,6855.0,1634.0,0,2283
,NQ106,FRYATT HOSPITAL,0.0,0.0,0,0
,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,18996.0,0.0,0,3834
,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,3998.0,651.0,0,1196
,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,4771.0,121.0,0,649
,NQ108,CLACTON HOSPITAL,0.0,0.0,0,0
,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,5555.0,1856.0,2,1607
,RBK,WALSALL HEALTHCARE NHS TRUST,7119.0,1013.0,2,2936
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,15745.0,1471.0,0,4691
,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,8068.0,0.0,0,2158
,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,11670.0,1782.0,4,6529
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,6426.0,1163.0,0,2654
,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,8465.0,2050.0,9,2388
,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,7047.0,2412.0,2,2649
,RJ6,CROYDON HEALTH SERVICES NHS TRUST,11532.0,2244.0,25,1606
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,5011.0,335.0,0,1840
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,9711.0,507.0,0,2687
,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,6010.0,620.0,0,1500
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,7003.0,0.0,0,1861
,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,13538.0,0.0,0,4418
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,15729.0,0.0,5,5132
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,11518.0,1437.0,0,4007
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,18618.0,5761.0,0,4088
,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,10101.0,2717.0,7,2501
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,9541.0,1654.0,0,3837
,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,10569.0,2134.0,7,1882
,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,11239.0,4111.0,0,4611
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,9274.0,4634.0,1,3689
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,9735.0,3803.0,1,4040
,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,12930.0,2114.0,0,4262
,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,5743.0,1102.0,0,948
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,7112.0,2582.0,24,2631
,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,8188.0,1774.0,3,2422
,RCF,AIREDALE NHS FOUNDATION TRUST,6061.0,1066.0,0,1585
,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,8382.0,0.0,0,3763
,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,8514.0,707.0,0,5149
,RJ2,LEWISHAM AND GREENWICH NHS TRUST,13289.0,2496.0,44,4793
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,9306.0,0.0,3,2921
,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,13164.0,3700.0,6,3519
,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,3703.0,0.0,0,1439
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,9787.0,1892.0,0,2169
,R1F,ISLE OF WIGHT NHS TRUST,3070.0,124.0,0,1158
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,11696.0,3445.0,1,4345
,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,15474.0,4260.0,2,4060
,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,29247.0,3218.0,1,9507
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10641.0,5018.0,10,3311
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,11406.0,3490.0,0,3028
,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,14655.0,4227.0,28,4273
,RKE,WHITTINGTON HEALTH NHS TRUST,9291.0,1424.0,0,1357
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",9419.0,1655.0,0,3074
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,7078.0,2399.0,0,3444
,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,8047.0,1359.0,0,1759
,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,18966.0,6925.0,0,5861
,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,6717.0,1245.0,0,987
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,8491.0,1226.0,0,2352
,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,5707.0,408.0,0,2639
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,8520.0,2834.0,0,2646
,RN7,DARTFORD AND GRAVESHAM NHS TRUST,10751.0,1066.0,0,3207
,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,17152.0,0.0,0,2631
,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,14471.0,1611.0,0,4884
,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,9028.0,2080.0,0,2293
,RNZ,SALISBURY NHS FOUNDATION TRUST,4273.0,901.0,0,1320
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,33705.0,11753.0,2,11638
,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,5613.0,1761.0,3,2338
,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,17635.0,3906.0,12,7761
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,6577.0,1512.0,0,2321
,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,12898.0,3113.0,0,5478
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,10783.0,1623.0,0,3956
,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,4832.0,954.0,0,1205
,RVJ,NORTH BRISTOL NHS TRUST,8011.0,2249.0,0,3460
,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,9147.0,0.0,23,2904
,R1H,BARTS HEALTH NHS TRUST,23000.0,5085.0,4,8203
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,10010.0,1643.0,0,3558
,RWJ,STOCKPORT NHS FOUNDATION TRUST,9310.0,2060.0,1,2946
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,17225.0,4191.0,0,5818
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,12324.0,1907.0,28,3654
,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,12593.0,1290.0,1,2196
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,12349.0,3835.0,6,3353
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,11265.0,1856.0,0,2958
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,11253.0,0.0,15,2887
,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,6899.0,940.0,0,2043
,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,8117.0,2245.0,0,2225
,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12317.0,2347.0,0,3661
,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,12483.0,2055.0,0,2732
,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,13191.0,3317.0,0,3270
,RH5,SOMERSET NHS FOUNDATION TRUST,6785.0,1555.0,0,1897
,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,11228.0,925.0,5,2750
,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,9142.0,1828.0,0,2881
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,10488.0,3901.0,1,3033
,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,15671.0,0.0,0,5024
,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,15786.0,4662.0,11,4023
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,14893.0,5881.0,0,5621
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,13837.0,3392.0,0,4055
,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,11120.0,3571.0,1,2968
,RPA,MEDWAY NHS FOUNDATION TRUST,7963.0,2076.0,0,2650
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,6103.0,2372.0,16,2477
,RMC,BOLTON NHS FOUNDATION TRUST,10054.0,3023.0,12,2433
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,10283.0,1223.0,4,1408
,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,6423.0,2690.0,32,2851
,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,32043.0,9805.0,0,8821
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,19327.0,3495.0,23,4859
,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,11161.0,3525.0,0,2648
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,9350.0,2364.0,0,2488
,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,5593.0,1750.0,7,2532
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,9314.0,2340.0,1,3112
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,7968.0,2510.0,13,2135
,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,11346.0,3096.0,9,4745
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6481.0,1480.0,0,2594
,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,8273.0,2157.0,0,2474
,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,4524.0,1164.0,0,1601
,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",13292.0,6981.0,197,4403
,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,15854.0,6844.0,4,4869
,TOTAL,TOTAL,1353049.0,285904.0,695,411470
,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,7696.0,2129.0,117,2228
,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,5559.0,1245.0,0,1105
,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,8111.0,3310.0,0,3503
,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,12286.0,3985.0,0,4293
,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,4023.0,1064.0,6,1059
,RJN,EAST CHESHIRE NHS TRUST,3956.0,1543.0,106,939
,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,5926.0,1566.0,0,1486
,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,7189.0,2246.0,36,2521
,RLQ,WYE VALLEY NHS TRUST,5304.0,1921.0,196,1401
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,5313.0,2929.0,446,2049
,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,7907.0,3197.0,1,2548
,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,12625.0,0.0,7,3807
,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,6597.0,2847.0,14,2630
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,6942.0,2890.0,0,2374
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,18837.0,0.0,0,4909
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,6515.0,0.0,25,1709
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,10765.0,3414.0,0,3520
,RNZ,SALISBURY NHS FOUNDATION TRUST,4058.0,1252.0,0,1281
,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,12170.0,4770.0,0,2838
,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,9843.0,1344.0,3,1761
,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,5589.0,1691.0,0,1710
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,11423.0,4843.0,155,3472
,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,13994.0,3245.0,0,3006
,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,11914.0,4788.0,19,5861
,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,5775.0,2790.0,10,1563
,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,6181.0,2091.0,0,1072
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,13256.0,6948.0,372,5199
,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,13851.0,6142.0,173,3859
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,12669.0,3791.0,64,5505
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,12137.0,3158.0,0,3429
,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,8209.0,1431.0,0,4915
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,9844.0,2278.0,0,2617
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,15030.0,3225.0,0,4340
,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,7916.0,3584.0,715,2575
,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,11835.0,6289.0,34,4709
,RBK,WALSALL HEALTHCARE NHS TRUST,6949.0,2572.0,5,2794
,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,9554.0,4306.0,0,4114
,RCF,AIREDALE NHS FOUNDATION TRUST,5693.0,2223.0,0,1521
,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,5095.0,381.0,0,904
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,7486.0,0.0,0,2471
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,9146.0,0.0,68,2574
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,7267.0,2812.0,13,2286
,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,11574.0,4834.0,184,3575
,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,6289.0,2653.0,0,1564
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,11407.0,5543.0,1,3221
,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,8156.0,0.0,0,2296
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",8508.0,3804.0,46,2108
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,9741.0,4222.0,14,2335
,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,3556.0,0.0,0,1441
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,11155.0,5434.0,254,3718
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,15239.0,0.0,425,4264
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,12304.0,0.0,58,2937
,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,30914.0,13292.0,113,8609
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,5881.0,1943.0,0,2380
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,4952.0,695.0,0,1652
,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,14208.0,5721.0,706,3838
,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,28591.0,7862.0,1,8535
,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,9589.0,4856.0,159,3886
,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,4492.0,1240.0,6,1109
,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,7727.0,2221.0,0,1780
,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,13955.0,4800.0,0,4522
,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,16675.0,8213.0,0,5054
,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,5642.0,2009.0,143,1562
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,10069.0,2898.0,1,3059
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,9137.0,4643.0,8,3140
,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,7990.0,0.0,0,3140
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,12792.0,2970.0,24,3536
,RJ6,CROYDON HEALTH SERVICES NHS TRUST,11898.0,3181.0,99,1119
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,9050.0,1923.0,23,3342
,RKE,WHITTINGTON HEALTH NHS TRUST,9089.0,2181.0,7,1140
,RMC,BOLTON NHS FOUNDATION TRUST,9924.0,3684.0,116,2219
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,8868.0,3340.0,0,1970
,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,9722.0,4157.0,143,1992
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,31215.0,15091.0,161,9145
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,11691.0,2334.0,16,1423
,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,11618.0,4439.0,0,3664
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,16252.0,6135.0,261,4748
,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,10812.0,4986.0,1,2535
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,20502.0,10135.0,605,4445
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,7303.0,3780.0,3,3329
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,7256.0,2760.0,0,3571
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,6759.0,3338.0,103,2481
,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,17761.0,7055.0,237,6474
,R1H,BARTS HEALTH NHS TRUST,22388.0,8867.0,181,5404
,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,4851.0,2884.0,140,1787
,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,15417.0,0.0,0,4312
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6388.0,2544.0,78,2576
,RH5,SOMERSET NHS FOUNDATION TRUST,6520.0,2870.0,43,1778
